DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2025-02-27 20:30:00+00:00,USD,High Impact Expected,Core PCE Price Index m/m,0.3%,0.3%,0.2%,"Source: Bureau of Economic Analysis (latest release) | Measures: Change in the price of goods and services purchased by consumers, excluding food and energy; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 30 days after the month ends; | Next Release: Mar 28, 2025 | FF Notes: Differs from Core CPI in that it only measures goods and services targeted towards and consumed by individuals. Prices are weighted according to total expenditure per item which gives important insights into consumer spending behavior. CPI is released about 10 days earlier and tends to garner most of the attention; | Why Traders Care: It's the Federal Reserve's primary inflation measure. Inflation is important to currency valuation because rising prices lead the central bank to raise interest rates out of respect for their inflation containment mandate; | Acro Expand: Personal Consumption Expenditures (PCE), Consumer Price Index (CPI);"
2025-02-28 17:15:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference with Ukrainian President Zelenskyy at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Mar 3, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-03-03 15:00:00+00:00,USD,High Impact Expected,ISM Manufacturing PMI,50.3,50.6,50.9,"Source: Institute for Supply Management (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, on the first business day after the month ends; | Next Release: Apr 1, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 300 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Also Called: Manufacturing ISM Report On Business; | Acro Expand: The Institute for Supply Management (ISM), Purchasing Managers' Index (PMI);"
2025-03-05 02:10:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"FF Notice: Initial release time was shifted 10 minutes later due to source rescheduling; | Description: Due to deliver an address to a joint session of Congress at the Capitol Building, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Mar 6, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-03-05 13:15:00+00:00,USD,High Impact Expected,ADP Non-Farm Employment Change,77K,141K,186K,"Source: Automatic Data Processing, Inc. (latest release) | Measures: Estimated change in the number of employed people during the previous month, excluding the farming industry and government; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Wednesday after the month ends; | Next Release: Apr 2, 2025 | FF Notes: This data provides an early look at employment growth, usually 2 days ahead of the government-released employment data that it's designed to mimic. Source changed series calculation formula in Feb 2007, Dec 2008, and Nov 2012, to better align with government data; | Why Traders Care: Job creation is an important leading indicator of consumer spending, which accounts for a majority of overall economic activity; | Derived Via: ADP analyzes payroll data from more than 25 million workers to derive employment growth estimations; | Acro Expand: Automatic Data Processing, Inc. (ADP);"
2025-03-05 15:00:00+00:00,USD,High Impact Expected,ISM Services PMI,53.5,52.5,52.8,"Source: Institute for Supply Management (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers, excluding the manufacturing industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, on the third business day after the month ends; | Next Release: Apr 3, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. Source changed series from unadjusted to seasonally adjusted as of January 2001. Source changed series calculation formula as of Feb 2008; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 300 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Also Called: Non-Manufacturing PMI, Non-Manufacturing ISM Report On Business; | Acro Expand: The Institute for Supply Management (ISM), Purchasing Managers' Index (PMI);"
2025-03-05 20:30:00+00:00,USD,High Impact Expected,Unemployment Claims,221K,234K,242K,"Source: Department of Labor (latest release) | Measures: The number of individuals who filed for unemployment insurance for the first time during the past week; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released weekly, usually on the first Thursday after the week ends; | Next Release: Mar 13, 2025 | FF Notes: This is the nation's earliest economic data. The market impact fluctuates from week to week - there tends to be more focus on the release when traders need to diagnose recent developments, or when the reading is at extremes; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Initial Claims;"
2025-03-06 20:30:00+00:00,USD,High Impact Expected,Unemployment Rate,4.1%,4.0%,4.0%,"Source: Bureau of Labor Statistics (latest release) | Measures: Percentage of the total work force that is unemployed and actively seeking employment during the previous month; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Friday after the month ends; | Next Release: Apr 4, 2025 | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Rate;"
2025-03-06 20:30:00+00:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.4%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price businesses pay for labor, excluding the farming industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Friday after the month ends; | Next Release: Apr 4, 2025 | FF Notes: This is the earliest data related to labor inflation. Source changed series calculation formula as of Feb 2010; | Why Traders Care: It's a leading indicator of consumer inflation - when businesses pay more for labor the higher costs are usually passed on to the consumer;"
2025-03-06 20:30:00+00:00,USD,High Impact Expected,Non-Farm Employment Change,151K,159K,125K,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the number of employed people during the previous month, excluding the farming industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Friday after the month ends; | Next Release: Apr 4, 2025 | FF Notes: This is vital economic data released shortly after the month ends. The combination of importance and earliness makes for hefty market impacts; | Why Traders Care: Job creation is an important leading indicator of consumer spending, which accounts for a majority of overall economic activity; | Also Called: Non-Farm Payrolls, NFP, Employment Change;"
2025-03-07 17:30:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,"Description: Due to speak about the economic outlook at the University of Chicago Booth School of Business US Monetary Policy Forum. Audience questions expected; | Source: Federal Reserve (latest release) | Speaker: Federal Reserve Chair Jerome Powell; | Usual Effect: More hawkish than expected is good for currency; | Next Release: Apr 4, 2025 | FF Notes: Fed Chair Feb 2018 - Feb 2026. Fed Governor May 2012 - Jan 2018. Volatility is often experienced during his speeches as traders attempt to decipher interest rate clues; | Why Traders Care: As head of the central bank, which controls short term interest rates, he has more influence over the nation's currency value than any other person. Traders scrutinize his public engagements as they are often used to drop subtle clues regarding future monetary policy; | Acro Expand: Federal Reserve (Fed);"
2025-03-11 14:00:00+00:00,USD,High Impact Expected,JOLTS Job Openings,7.74M,7.65M,7.51M,"Source: Bureau of Labor Statistics (latest release) | Measures: Number of job openings during the reported month, excluding the farming industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 35 days after the month ends; | Next Release: Apr 1, 2025 | FF Notes: It's released late, but can impact the market because job openings are a leading indicator of overall employment; | Why Traders Care: Job creation is an important leading indicator of consumer spending, which accounts for a majority of overall economic activity; | Acro Expand: Job Openings and Labor Turnover Survey (JOLTS);"
2025-03-11 20:30:00+00:00,USD,High Impact Expected,CPI y/y,2.8%,2.9%,3.0%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price of goods and services purchased by consumers; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Apr 10, 2025 | FF Notes: This is among the few non-seasonally adjusted numbers reported on the calendar; | Why Traders Care: Consumer prices account for a majority of overall inflation. Inflation is important to currency valuation because rising prices lead the central bank to raise interest rates out of respect for their inflation containment mandate; | Derived Via: The average price of various goods and services are sampled and then compared to the previous sampling; | Acro Expand: Consumer Price Index (CPI);"
2025-03-11 20:30:00+00:00,USD,High Impact Expected,CPI m/m,0.2%,0.3%,0.5%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price of goods and services purchased by consumers; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Apr 10, 2025 | Why Traders Care: Consumer prices account for a majority of overall inflation. Inflation is important to currency valuation because rising prices lead the central bank to raise interest rates out of respect for their inflation containment mandate; | Derived Via: The average price of various goods and services are sampled and then compared to the previous sampling; | Acro Expand: Consumer Price Index (CPI);"
2025-03-12 12:30:00+00:00,USD,High Impact Expected,Core CPI m/m,0.2%,0.3%,0.4%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price of goods and services purchased by consumers, excluding food and energy; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Apr 10, 2025 | FF Notes: Food and energy prices account for about a quarter of CPI, but they tend to be very volatile and distort the underlying trend. The Federal Open Market Committee usually pays more attention to the Core data - so do traders; | Why Traders Care: Consumer prices account for a majority of overall inflation. Inflation is important to currency valuation because rising prices lead the central bank to raise interest rates out of respect for their inflation containment mandate; | Also Called: CPI Ex Food and Energy, Underlying CPI; | Acro Expand: Consumer Price Index (CPI);"
2025-03-12 20:30:00+00:00,USD,High Impact Expected,PPI m/m,0.0%,0.3%,0.6%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price of finished goods and services sold by producers; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 13 days after the month ends; | Next Release: Apr 11, 2025 | FF Notes: Source changed series calculation formula as of Feb 2014; | Why Traders Care: It's a leading indicator of consumer inflation - when producers charge more for goods and services the higher costs are usually passed on to the consumer; | Also Called: Finished Goods PPI, Wholesale Prices, PPI for Final Demand; | Acro Expand: Producer Price Index (PPI);"
2025-03-12 20:30:00+00:00,USD,High Impact Expected,Core PPI m/m,-0.1%,0.3%,0.5%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price of finished goods and services sold by producers, excluding food and energy; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 13 days after the month ends; | Next Release: Apr 11, 2025 | FF Notes: Source changed series calculation formula as of Feb 2014. Food and energy prices make up about 40% of overall PPI which tends to mute the importance of the Core data; | Also Called: Core Finished Goods PPI, Core PPI for Final Demand; | Acro Expand: Producer Price Index (PPI);"
2025-03-12 20:30:00+00:00,USD,High Impact Expected,Unemployment Claims,220K,226K,222K,"Source: Department of Labor (latest release) | Measures: The number of individuals who filed for unemployment insurance for the first time during the past week; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released weekly, usually on the first Thursday after the week ends; | Next Release: Mar 20, 2025 | FF Notes: This is the nation's earliest economic data. The market impact fluctuates from week to week - there tends to be more focus on the release when traders need to diagnose recent developments, or when the reading is at extremes; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Initial Claims;"
2025-03-13 20:30:00+00:00,GBP,High Impact Expected,GDP m/m,-0.1%,0.1%,0.4%,"Source: Office for National Statistics (latest release) | Measures: Change in the total value of all goods and services produced by the economy; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 40 days after the month ends; | Next Release: Apr 11, 2025 | FF Notes: Source first released in Jul 2018; | Why Traders Care: It's the broadest measure of economic activity and the primary gauge of the economy's health; | Acro Expand: Gross Domestic Product (GDP);"
2025-03-13 20:30:00+00:00,USD,High Impact Expected,Prelim UoM Inflation Expectations,4.9%,,4.3%,"Source: University of Michigan (latest release) | Measures: Percentage that consumers expect the price of goods and services to change during the next 12 months; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, around the middle of the current month; | Next Release: Apr 11, 2025 | FF Notes: There are 2 versions of this data released 14 days apart – Preliminary and Revised. The Preliminary release is the earlier and thus tends to have the most impact; | Why Traders Care: Expectations of future inflation can manifest into real inflation, primarily because workers tend to push for higher wages when they believe prices will rise; | Derived Via: Survey of about 420 consumers which asks respondents where they expect prices to be 12 months in the future; | Acro Expand: University of Michigan (UoM);"
2025-03-14 14:00:00+00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,57.9,63.1,64.7,"Source: University of Michigan (latest release) | Measures: Level of a composite index based on surveyed consumers; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, around the middle of the current month; | Next Release: Apr 11, 2025 | FF Notes: There are 2 versions of this data released 14 days apart – Preliminary and Revised. The Preliminary release is the earlier and thus tends to have the most impact; | Why Traders Care: Financial confidence is a leading indicator of consumer spending, which accounts for a majority of overall economic activity; | Derived Via: Survey of about 420 consumers which asks respondents to rate the relative level of current and future economic conditions; | Acro Expand: University of Michigan (UoM);"
2025-03-16 20:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,0.3%,0.3%,-0.6%,"Source: Census Bureau (latest release) | Measures: Change in the total value of sales at the retail level, excluding automobiles; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Apr 16, 2025 | FF Notes: Automobile sales account for about 20% of Retail Sales, but they tend to be very volatile and distort the underlying trend. The Core data is therefore thought to be a better gauge of spending trends; | Why Traders Care: It's the primary gauge of consumer spending, which accounts for the majority of overall economic activity; | Also Called: Retail Sales Ex Autos;"
2025-03-16 20:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,0.2%,0.6%,-1.2%,"Source: Census Bureau (latest release) | Measures: Change in the total value of sales at the retail level; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Apr 16, 2025 | FF Notes: This is the earliest and broadest look at vital consumer spending data; | Why Traders Care: It's the primary gauge of consumer spending, which accounts for the majority of overall economic activity; | Also Called: Advance Retail Sales;"
2025-03-18 20:30:00+00:00,USD,High Impact Expected,FOMC Economic Projections,,,,"Source: Federal Reserve (latest release) | Usual Effect: More hawkish than expected is good for currency; | Frequency: Scheduled 4 times per year; | Next Release: Jun 18, 2025 | FF Notes: This report includes the FOMC's projection for inflation and economic growth over the next 2 years and, more importantly, a breakdown of individual FOMC member's interest rate forecasts. Source first released in Apr 2011; | Why Traders Care: It's the primary tool the Fed uses to communicate their economic and monetary projections to investors; | Also Called: Summary of Economic Projections (SEP); | Acro Expand: Federal Open Market Committee (FOMC);"
2025-03-18 20:30:00+00:00,USD,High Impact Expected,FOMC Statement,,,,"Source: Federal Reserve (latest release) | Usual Effect: More hawkish than expected is good for currency; | Frequency: Scheduled 8 times per year; | Next Release: May 7, 2025 | FF Notes: The FOMC usually changes the statement slightly at each release. It's these changes that traders focus on; | Why Traders Care: It's the primary tool the FOMC uses to communicate with investors about monetary policy. It contains the outcome of their vote on interest rates and other policy measures, along with commentary about the economic conditions that influenced their votes. Most importantly, it discusses the economic outlook and offers clues on the outcome of future votes; | Also Called: Interest Rate Statement, Fed Statement, Monetary Policy Statement; | Acro Expand: Federal Open Market Committee (FOMC);"
2025-03-19 18:00:00+00:00,USD,High Impact Expected,Federal Funds Rate,4.50%,4.50%,4.50%,"FF Notice: Source maintained a target range of 4.25% to 4.50%; | Source: Federal Reserve (latest release) | Measures: Interest rate at which depository institutions lend balances held at the Federal Reserve to other depository institutions overnight; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Scheduled 8 times per year; | Next Release: May 7, 2025 | FF Notes: The rate decision is usually priced into the market, so it tends to be overshadowed by the FOMC Statement, which is focused on the future; | Why Traders Care: Short term interest rates are the paramount factor in currency valuation - traders look at most other indicators merely to predict how rates will change in the future; | Derived Via: FOMC members vote on where to set the target rate. The individual votes are published in the FOMC statement; | Also Called: Interest Rates, Fed Funds Rate; | Acro Expand: Federal Open Market Committee (FOMC);"
2025-03-19 18:30:00+00:00,USD,High Impact Expected,FOMC Press Conference,,,,"Source: Federal Reserve (latest release) | Speaker: Federal Reserve Chair; | Usual Effect: More hawkish than expected is good for currency; | Frequency: Scheduled 8 times per year; | Next Release: May 7, 2025 | FF Notes: The press conference is about an hour long and has 2 parts - first a prepared statement is read, then the conference is open to press questions. The questions often lead to unscripted answers that create heavy market volatility. The press conference is webcasted on the Fed's YouTube channel in real-time. Source first conducted in Apr 2011; | Why Traders Care: It's among the primary methods the Fed uses to communicate with investors regarding monetary policy. It covers in detail the factors that affected the most recent interest rate and other policy decisions, along with commentary about economic conditions such as the future growth outlook and inflation. Most importantly, it provides clues regarding future monetary policy; | Also Called: Chair's Press Briefing; | Acro Expand: Federal Open Market Committee (FOMC), Federal Reserve (Fed);"
2025-03-19 20:30:00+00:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-1-8,0-2-7,0-9-0,"Source: Bank of England (latest release) | Usual Effect: More hawkish than expected is good for currency; | Frequency: Released monthly; | Next Release: May 8, 2025 | FF Notes: The vote is reported in an 'X-X-X' format - the first number is how many MPC members voted to increase interest rates, the second number is how many voted to decrease rates, and the third is how many voted to hold rates; | Why Traders Care: The BOE's MPC meeting minutes contain the interest rate vote for each MPC member during the most recent meeting. The breakdown of votes provides insight into which members are changing their stance on interest rates and how close the committee is to enacting a rate change in the future; | Acro Expand: Monetary Policy Committee (MPC);"
2025-03-19 20:30:00+00:00,GBP,High Impact Expected,Official Bank Rate,4.50%,4.50%,4.50%,"Source: Bank of England (latest release) | Measures: Interest rate at which the BOE lends to financial institutions overnight; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Scheduled monthly; | Next Release: May 8, 2025 | FF Notes: The rate decision is usually priced in the market, so it tends to be overshadowed by the Monetary Policy Summary, which is focused on the future; | Why Traders Care: Short term interest rates are the paramount factor in currency valuation - traders look at most other indicators merely to predict how rates will change in the future; | Derived Via: MPC members vote on where to set the rate. The individual votes are published 2 weeks later in the MPC Meeting Minutes; | Also Called: Interest Rates; | Acro Expand: Bank of England (BOE), Monetary Policy Committee (MPC);"
2025-03-19 20:30:00+00:00,USD,High Impact Expected,Unemployment Claims,223K,224K,221K,"Source: Department of Labor (latest release) | Measures: The number of individuals who filed for unemployment insurance for the first time during the past week; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released weekly, usually on the first Thursday after the week ends; | Next Release: Mar 27, 2025 | FF Notes: This is the nation's earliest economic data. The market impact fluctuates from week to week - there tends to be more focus on the release when traders need to diagnose recent developments, or when the reading is at extremes; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Initial Claims;"
2025-03-19 20:30:00+00:00,GBP,High Impact Expected,Claimant Count Change,44.2K,7.9K,2.8K,"Source: Office for National Statistics (latest release) | Measures: Change in the number of people claiming unemployment-related benefits during the previous month; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Apr 15, 2025 | FF Notes: It's the first indication of the employment situation, released a month earlier than the Unemployment Rate. Source changed series calculation formula as of Jun 2015; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Unemployment Change;"
2025-03-20 12:00:00+00:00,GBP,High Impact Expected,Monetary Policy Summary,,,,"Source: Bank of England (latest release) | Usual Effect: More hawkish than expected is good for currency; | Frequency: Released monthly; | Next Release: May 8, 2025 | FF Notes: Source first released in Aug 2015; | Why Traders Care: It's among the primary tools the MPC uses to communicate with investors about monetary policy. It contains the outcome of their vote on interest rates and other policy measures, along with commentary about the economic conditions that influenced their votes. Most importantly, it discusses the economic outlook and offers clues on the outcome of future votes;"
2025-03-23 19:30:00+00:00,GBP,High Impact Expected,Flash Services PMI,53.2,51.2,51.0,"Source: S&P Global (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers in the services industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, around 3 weeks into the current month; | Next Release: Apr 23, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. There are 2 versions of this report released about a week apart – Flash and Final. The Flash release, which the source first reported in Nov 2019, is the earliest and thus tends to have the most impact; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 650 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Acro Expand: Purchasing Managers' Index (PMI);"
2025-03-23 19:30:00+00:00,USD,High Impact Expected,Flash Services PMI,54.3,51.2,51.0,"Source: S&P Global (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers in the services industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, around 3 weeks into the current month; | Next Release: Apr 23, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. There are 2 versions of this report released about a week apart – Flash and Final. The Flash release, which the source first reported in Nov 2013, is the earliest and thus tends to have the most impact; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 400 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Acro Expand: Purchasing Managers' Index (PMI);"
2025-03-24 08:30:00+00:00,GBP,High Impact Expected,Flash Manufacturing PMI,44.6,47.3,46.9,"Source: S&P Global (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, around 3 weeks into the current month; | Next Release: Apr 23, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. There are 2 versions of this report released about a week apart – Flash and Final. The Flash release, which the source first reported in Nov 2019, is the earliest and thus tends to have the most impact; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 650 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Acro Expand: Purchasing Managers' Index (PMI);"
2025-03-24 12:45:00+00:00,USD,High Impact Expected,Flash Manufacturing PMI,49.8,51.9,52.7,"Source: S&P Global (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, around 3 weeks into the current month; | Next Release: Apr 23, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. There are 2 versions of this report released about a week apart – Flash and Final. The Flash release, which the source first reported in May 2012, is the earliest and thus tends to have the most impact; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 800 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Acro Expand: Purchasing Managers' Index (PMI);"
2025-03-24 17:00:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,"Description: Due to speak about the UK economy at the University of Leicester Chancellor's Distinguished Lecture Series, in England. Audience questions expected; | Source: Bank of England (latest release) | Speaker: BOE Governor Andrew Bailey; | Usual Effect: More hawkish than expected is good for currency; | FF Notes: BOE Governor Mar 2020 - Mar 2028. Volatility is often experienced during his speeches as traders attempt to decipher interest rate clues; | Why Traders Care: As head of the central bank, which controls short term interest rates, he has more influence over the nation's currency value than any other person. Traders scrutinize his public engagements as they are often used to drop subtle clues regarding future monetary policy; | Acro Expand: Bank of England (BOE);"
2025-03-26 06:00:00+00:00,GBP,High Impact Expected,CPI y/y,2.8%,3.0%,3.0%,"Source: Office for National Statistics (latest release) | Measures: Change in the price of goods and services purchased by consumers; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Apr 16, 2025 | FF Notes: This is considered the UK's most important inflation data because it's used as the central bank's inflation target; | Why Traders Care: Consumer prices account for a majority of overall inflation. Inflation is important to currency valuation because rising prices lead the central bank to raise interest rates out of respect for their inflation containment mandate; | Derived Via: The average price of various goods and services are sampled and then compared to the sampling done a year earlier; | Acro Expand: Consumer Price Index (CPI);"
2025-03-26 11:30:00+00:00,GBP,High Impact Expected,Annual Budget Release,,,,"Source: HM Treasury (latest release) | Frequency: Released annually; | FF Notes: This document outlines the government's budget for the year, including expected spending and income levels, borrowing levels, financial objectives, and planned investments; | Why Traders Care: Domestic government spending and borrowing levels can have a significant impact on the economy - increased spending generates work for contractors and creates jobs, while borrowing levels impact the nations credit rating and provide insight into the nation's underlying fiscal position;"
2025-03-26 19:00:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"FF Notice: Release time comes as a surprise from source. Event added to calendar 163 minutes before release time; | Description: Due to hold a press conference about auto tariffs at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Mar 27, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-03-26 19:30:00+00:00,USD,High Impact Expected,Unemployment Claims,224K,225K,225K,"Source: Department of Labor (latest release) | Measures: The number of individuals who filed for unemployment insurance for the first time during the past week; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released weekly, usually on the first Thursday after the week ends; | Next Release: Apr 3, 2025 | FF Notes: This is the nation's earliest economic data. The market impact fluctuates from week to week - there tends to be more focus on the release when traders need to diagnose recent developments, or when the reading is at extremes; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Initial Claims;"
2025-03-27 11:30:00+00:00,USD,High Impact Expected,Final GDP q/q,2.4%,2.3%,2.3%,"Source: Bureau of Economic Analysis (latest release) | Measures: Annualized change in the inflation-adjusted value of all goods and services produced by the economy; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released quarterly, about 85 days after the quarter ends; | Next Release: Jun 27, 2025 | FF Notes: While this is q/q data, it's reported in an annualized format (quarterly change x4). The 'Previous' listed is the 'Actual' from the Preliminary release and therefore the 'History' data will appear unconnected. There are 3 versions of GDP released a month apart - Advance, Preliminary, and Final. The Advance release is the earliest and thus tends to have the most impact; | Why Traders Care: It's the broadest measure of economic activity and the primary gauge of the economy's health; | Acro Expand: Gross Domestic Product (GDP);"
